ID;Title;Categories;_job_whatsapp;_cnpj_rede_lojas;geolocation_city;geolocation_state_long;geolocation_formatted_address;_job_custom_email;cep
5652;Brilhante Joalheria e Ótica;Ótica e joalheria;+55 54 99710-6381;03.186.361/0001-62;CARAZINHO;Rio Grande do Sul;Avenida Flores Da Cunha 1559, Cruzeiro, Santa Rosa - Rio Grande do Sul, 98789-354, Brasil;luis.coletto@hotmail.com;99500-000
5649;ATACAREJO DOS MOVEIS;Móveis e decorações;+55 49 99988-0447;42.555.415/0001-71;Chapecó;Santa Catarina;Avenida São Pedro, São Cristóvão, Chapecó - Santa Catarina, 89803-400, Brasil;paulo@atacarejodosmoveis.com.br;89803-400
5644;"Elite &#8211; Estacionamento e Lavacar";Serviços;+55 47 99663-9451;51.116.802/0001-00;Balneário Camboriú;Santa Catarina;Rua 200 210, Centro, Balneário Camboriú - Santa Catarina, 88330-648, Brasil;cursos@cdl-bc.com.br;88330-436
5640;Petamazon;Petshop;+55 92 98583-9190;42.730.908/0001-09;Manaus;Amazonas;Avenida São Jorge, São Jorge, Manaus - Amazonas, 69033-000, Brasil;contato@petamazon.com.br;69033-000
5637;PRENDA SHOP;Vestuário;+55 27 98121-0134;10.789.016/0001-89;Serra;Espírito Santo;Avenida Getúlio Vargas, Serra Centro, Serra - Espírito Santo, 29176-090, Brasil;loja6@lojasprenda.com.br;
5632;Drogaria Universal;Farmácias e drogarias;+55 99925-8714;04.700.334/0001-29;Contagem;Minas Gerais;Praça Presidente Carlos Luz, Contagem - Minas Gerais, 32186-070, Brasil;joaopedrobrrg@gmail.com;
5625;Moda on store;Vestuário;+undefined 84 98641-5379;19.880.611/0001-08;Parnamirim;Rio Grande do Norte;Avenida Abel Cabral, Nova Parnamirim, Parnamirim - RN;vanderlyfreitaas@gmail.com;59151-250
5621;Correa materiais eletricos;Casa e construção;+55 47303-6180;02.559.947/0003-24;Balneário Camboriú;Santa Catarina;Avenida Central 800, Centro, Balneário Camboriú - Santa Catarina, 88330-670, Brasil;;88330-670
5618;JASMIM;Beleza e perfumaria;+undefined 3 73222-5249;32.424.016/0001-18;Divinópolis;Minas Gerais;Rua Goiás 815, Divinópolis - Minas Gerais, 35500-001, Brasil;jasmim.aquitemnatura@gmail.com;35500-001
5611;Hand Shop;Outros;+55 31 93222-5478;00.267.908/0001-66;Belo Horizonte;Minas Gerais;Avenida Pasteur, 60 , Santa Efigênia, Belo Horizonte - MG;handshop@handshop.com.br;30150-290
5607;PRENDA SHOP;Vestuário;+55 27 98156-0141;11.219.996/0001-47;Serra;Espírito Santo;Avenida Getúlio Vargas, Serra Centro, Serra - Espírito Santo, 29176-090, Brasil;loja4@lojasprenda.com.br;
5604;Samura Comida Japonesa;Bares e Restaurantes;+55 6 23255-7000;15.683.784/0001-77;Goiânia;Goiás;Büng, 56567 Neuwied, Alemanha;leonardo@samura.com.br;74230-100
5593;BRASAO SUPERMERCADOS;Supermercado;+55 49 99988-0447;83.307.926/0001-51;Chapecó;Santa Catarina;Avenida Fernando Machado - E, Palmital, Chapecó - Santa Catarina, 89802-110, Brasil;financeiro.glaucia@brasao.com.br;
5590;REDE DE POSTOS APOLO;Outros;+55 47 98498-6220;09.164.791/0006-74;Balneário Camboriú;Santa Catarina;Rua Maria Mansoto 925, Da Barra, Balneário Camboriú - Santa Catarina, 88332-500, Brasil;cursos@cdl-bc.com.br;88332-500
5587;modebelle@outlook.com;Vestuário;+55 49 99988-0447;24.002.520/0001-00;Chapecó;Santa Catarina;Avenida Nereu Ramos - E, Centro, Chapecó - Santa Catarina, 89805-100, Brasil;modebelle@outlook.com;89801-022
5584;NOBLE HOME MOVEIS SOB MEDIDA;Outros;+55 49 99999-6609;38.101.109/0001-98;Lacerdópolis;Santa Catarina;Rua Trinta E Um De Março 658, Lacerdópolis - Santa Catarina, 89660-000, Brasil;JEANPISSOLI@GMAIL.COM;89660-000
5571;Charm decorações;Casa e construção, Serviços;+55 4 93522-2355;02.834.470/0001-86;Joaçaba;Santa Catarina;Rua Getúlio Vargas 789, Garrafão do Norte - Pará, 68665-000, Brasil;ivinhast@gmail.com;89600-000
5568;Comercial Celeiro Ltda.;Supermercado;+55 4 99988-0447;83.314.757/0005-00;Chapecó;Santa Catarina;Rua Martinho Lutero, São Cristóvão, Chapecó - Santa Catarina, 89803-302, Brasil;nfe@celeiro.com.br;
5564;COMERCIAL CELEIRO LTDA;Supermercado;+55 49 98401-3416;83.314.757/0005-00;Chapecó;Santa Catarina;Rua Martinho Lutero, São Cristóvão, Chapecó - Santa Catarina, 89803-302, Brasil;nfe@celeiro.com.br;
5560;PORTALMED SST;Serviços;+55 49 98429-2152;10.665.295/0001-79;Joaçaba;Santa Catarina;Rua Francisco Lindner 561, Joaçaba - Santa Catarina, 89600-000, Brasil;sidneipadilha@hotmail.com;89600-000
5557;Otica Preuss;Ótica e joalheria;+55 4 79983-4181;53.162.239/0001-24;Balneário Camboriú;Santa Catarina;Avenida Brasil, Centro, Balneário Camboriú - Santa Catarina, 88330-063, Brasil;cursos@cdl-bc.com.br;88330-900
5554;NOVA CASA;Casa e construção;+55 04 99987-0447;11.525.338/0001-83;Chapecó;Santa Catarina;Avenida Nereu Ramos - E, Centro, Chapecó - Santa Catarina, 89805-100, Brasil;novacasachapeco@hotmail.com;89801-106
5549;PRENDA SHOP;Vestuário;+55 27 99767-9299;06.989.157/0001-78;Vitória;Espírito Santo;Rodovia Serafim Derenzi, São José, Vitória - Espírito Santo, 29031, Brasil;loja3@lojasprenda.com.br;
5546;Maina Homem;Vestuário;+55 47 98802-1007;73.258.915/0001-75;Blumenau;Santa Catarina;Alameda Rio Branco, Jardim Blumenau, Blumenau - Santa Catarina, 89010-300, Brasil;helioroncaglio@mainahomem.com.br;89010-300
5543;CHALANA CN;Vestuário;+55 49 99903-4344;36.344.565/0001-33;Campos Novos;Santa Catarina;Rua Marechal Floriano, Centro, Campos Novos - Santa Catarina, 89620-000, Brasil;SUELENPELEGRINI@GMAIL.COM;89620-000
5540;"Rossi &#8211; Materiais Elétricos e Iluminação";Casa e construção;+55 4 73367-2788;05.360.952/0001-30;Balneário Camboriú;Santa Catarina;Avenida Do Estado, Das Nações, Balneário Camboriú - Santa Catarina, 88338-635, Brasil;cursos@cdl-bc.com.br;88330-077
5537;GARAGE FULL DETAILING;Oficina;+55 49 99988-0447;28.916.995/0001-54;Chapecó;Santa Catarina;Rua Osvaldo Aranha - E, Passo Dos Fortes, Chapecó - Santa Catarina, 89801-315, Brasil;andrehkviecinski@gmail.com;89801-315
5534;Ótica Calliari;Ótica e joalheria;+55 49 99123-5811;84.584.044/0001-04;Joaçaba;Santa Catarina;Rua Quinze De Novembro 345, Centro, Taubaté - São Paulo, 12020-000, Brasil;karinafrei2@gmail.com;89600-000
5531;FEIRA TINTAS;Outros;+55 75 99231-1706;13.608.906/0001-35;Feira de Santana;Bahia;Rua B, Muchila, Feira de Santana - Bahia, 44006-330, Brasil;babington.luiz@gmail.com;
5528;BOMPAR CALCADOS LTDA;Vestuário;+55 49 99988-0447;54.702.486/0001-39;Chapecó;Santa Catarina;Rua Tapajós - E, Universitário, Chapecó - Santa Catarina, 89812-465, Brasil;bomparcalcadoscco@gmail.com;89812-465
5525;Plitz Performance Digital;Outros;+55 4 72001-1072;54.563.912/0001-09;Blumenau;Santa Catarina;Rua Hermann Tiedt, Itoupava Central, Blumenau - SC;Contato@plitzdigital.com.br;89062-340
5522;ÓTICAS VISÃO;Ótica e joalheria;+55 33 98408-8364;41.357.572/0001-00;Governador Valadares;Minas Gerais;Rua Belo Horizonte, Centro, Governador Valadares - MG 341;ll.la.jm2023@hotmail.com;35010-050
5189;Loja Ana Clara Moda Criança;Vestuário;+55 49 98806-2657;01.879.010/0001-01;Joaçaba;Santa Catarina;Rua Quinze De Novembro 771, Centro, Ampére - Paraná, 85640-000, Brasil;tanysig@yahoo.com.br;89600-000
5391;Centro estetico pilicas patas;Petshop;+undefined 31 98730-5030;37.378.559/0001-60;Esmeraldas;Minas Gerais;Avenida Ayrton Senna, Esmeraldas - Minas Gerais, 32809-366, Brasil;Pilicaspataspetshop@gmail.com;32809-366
5388;INOVA MOVEIS E ELETRO;Eletrodomésticos, Móveis e decorações;+55 4 99988-0447;31.112.277/0001-30;Chapecó;Santa Catarina;Rua Xanxerê, Líder, Chapecó - Santa Catarina, 89805-270, Brasil;financeiro@inovamoveiseletro.com.br;89805-270
5519;Combatt Atacadista;Supermercado;+55 49 99988-0447;83.314.757/0008-53;Chapecó;Santa Catarina;Rua Martinho Lutero, São Cristóvão, Chapecó - Santa Catarina, 89803-302, Brasil;gerenteadm@celeiro.com.br;89804-010
5516;Cervejaria Divüs;Outros;+55 37 99929-9553;23.725.548/0001-02;Divinópolis;Minas Gerais;Divinópolis, Minas Gerais, Brasil;divus.cervejartesanal@gmail.com;35500-098
5444;OUROMAQ;Outros;+55 4 93555-2136;85.174.902/0001-05;Ouro;Santa Catarina;Rua Felipe Schmidt 1840, Ouro - Santa Catarina, 89663-000, Brasil;OUROMAQ.SC@GMAIL.COM;89663-000
5440;"Mente Sã &#8211; Esoterismo";Outros;+55 47 99724-4139;03.768.424/0001-99;Balneário Camboriú;Santa Catarina;Avenida Brasil, Centro, Balneário Camboriú - Santa Catarina, 88330-063, Brasil;cursos@cdl-bc.com.br;88330-900
5497;GUILLERMO;Acessórios, Outros, Serviços, Vestuário;+55 31 99308-0776;28.502.020/0001-80;Belo Horizonte;Minas Gerais;Rua Dos Guajajaras 1522, Barro Preto, Belo Horizonte - Minas Gerais, 30180-101, Brasil;marketing@guillermobrand.com.br;
5513;PrintLab 3D;Outros;+55 49 99953-8812;43.821.212/0001-42;Capinzal;Santa Catarina;Rua Adroal Rosa, Capinzal - Santa Catarina, 89665, Brasil;LOJACHESU@GMAIL.COM;89665-000
5510;Ótica Mais Popular;Ótica e joalheria;+55 3 13913-2121;58.016.119/0001-32;Contagem;Minas Gerais;Rua Retiro Dos Imigrantes, Contagem - Minas Gerais, 32050-710, Brasil;smnprodutosopticos@gmail.com;32050-710
5506;ESTILO E CONFORTO CHAPECO;Móveis e decorações;+55 49 99988-0447;56.011.520/0001-54;Chapecó;Santa Catarina;Rua Marechal Bormann - D, Centro, Chapecó - Santa Catarina, 89801-050, Brasil;estiloeconfortocco@gmail.com;89801-050
5503;SUPER ROYAL I;Supermercado;+55 4 99988-0447;81.332.439/0001-13;Chapecó;Santa Catarina;Rua Sete De Setembro - D, Presidente Médici, Chapecó - Santa Catarina, 89801-145, Brasil;rafael@superroyal.com.br;89801-141
5499;Loja Ana Clara Moda Criança;Vestuário;+55 49 98806-2657;01.879.010/0001-01;Joaçaba;Santa Catarina;Rua Xv De Novembro 771, Tocantinópolis - Tocantins, 77900-000, Brasil;tanysig@yahoo.com.br;89600-000
5494;2001 Nortec Eletrônica;Acessórios, Áudio;+55 96 98405-7030;27.552.325/0001-33;Macapá;Amapá;Rua Claudomiro De Moraes, Novo Buritizal, Macapá - Amapá, 68904-001, Brasil;nortecmcp@gmail.com;68904-001
5491;"Mente Sã &#8211; Biocosmeticos";Beleza e perfumaria;+55 4 73056-7515;03.012.494/0001-12;Balneário Camboriú;Santa Catarina;Balneário Camboriú, Santa Catarina, Brasil;cursos@cdl-bc.com.br;88330-900
5488;NITHIAO TUR;Outros;+55 49 99900-9337;52.855.506/0001-86;Capinzal;Santa Catarina;Rua Palma Zuanuzzi, Capinzal - Santa Catarina, 89665-000, Brasil;VILMAMASCARELLORODRIGUES@GMAIL.COM;89665-000
5485;Use Moda Masculina;Acessórios, Vestuário;+55 54 99910-5208;18.408.789/0001-80;Carazinho;Rio Grande do Sul;Avenida Flores Da Cunha 1742, Cruzeiro, Santa Rosa - Rio Grande do Sul, 98789-354, Brasil;use@lojasandrioli.com.br;99500-000
5482;COOPERATIVA AGROINDUSTRIAL ALFA;Supermercado;+55 49 99988-0447;83.305.235/0001-19;Chapecó;Santa Catarina;Avenida Atílio Fontana, Efapi, Chapecó - Santa Catarina, 89809-000, Brasil;cleber.palharini@cooperalfa.coop.br;89809-000
5479;Prenda Shop;Vestuário;+undefined 27 98192-0070;10.903.172/0001-29;Vila Velha;Espírito Santo;Avenida João Francisco Gonçalves, Cobilândia, Vila Velha - Espírito Santo, 29111-300, Brasil;loja10@lojasprenda.com.br;
5476;CJM GUINDASTES;Outros;+55 49 99807-6872;53.534.650/0001-83;Capinzal;Santa Catarina;Capinzal, Santa Catarina, Brasil;CJMGUINDASTES@GMAIL.COM;89665-000
5473;Lupo;Vestuário;+55 99988-8030;78.616.604/0001-54;Criciúma;Santa Catarina;Avenida Ruy Barbosa, Centro, Criciúma - 16;dedaldeouro@engeplus.com.br;88801-120
5470;otica tradicao;Ótica e joalheria;+55 31 98396-5772;01.550.622/0001-56;Belo Horizonte;Minas Gerais;Rua Barão De Coromandel, Barreiro, Belo Horizonte - Minas Gerais, 30640-060, Brasil;oticatradicao@yahoo.com.br;30640-060
5467;Sato Sushi;Bares e Restaurantes;+55 11 99887-9843;57.735.712/0001-76;Balneário Camboriú;Santa Catarina;Rua 2380 33, Centro, Balneário Camboriú - Santa Catarina, 88330-494, Brasil;cursos@cdl-bc.com.br;88330-494
5464;Innovare Centro de Eventos;Serviços;+55 3 13047-3088;24.774.858/0001-71;Belo Horizonte;Minas Gerais;Avenida Heráclito Mourão de Miranda, 2030, Castelo, Belo Horizonte - MG;administracao@innovarecentrodeeventos.com.br;31330-382
5460;Andrioli Esporte;Acessórios, Bolsas e mochilas, Esporte, Vestuário;+55 54 99601-8693;07.603.493/0001-01;Carazinho;Rio Grande do Sul;Avenida Flores Da Cunha 1602, Cruzeiro, Santa Rosa - Rio Grande do Sul, 98789-354, Brasil;lojasandrioli@lojasandrioli.com.br;99500-000
5458;O Boticário;Beleza e perfumaria;+55 4 99988-0447;11.729.309/0005-67;Chapecó;Santa Catarina;Rua Rui Barbosa - E, Presidente Médici, Chapecó - Santa Catarina, 89801-148, Brasil;financeiro@boticariochapeco.com.br;89801-040
5455;Real Center Mat. Construção;Casa e construção;+55 4 93444-9110;03.451.272/0001-04;Concórdia;Santa Catarina;Rua Doutor Maruri, Centro, Concórdia - Santa Catarina, 89700-158, Brasil;financeiro@realcenterconcordia.com.br;89700-158
5452;Verce Marketing;Outros;+55 49 99988-0447;30.871.018/0001-20;Chapecó;Santa Catarina;Rua Condá - D, Universitário, Chapecó - SC;adm@verce.marketing;89812-201
5448;Mensageiro dos Sonhos;Vestuário;+55 47 98403-3782;02.473.096/0005-64;Balneário Camboriú;Santa Catarina;Avenida Brasil, 1271 - Loja 2218/2219 Térreo, Centro, Balneário Camboriú - SC;cursos@cdl-bc.com.br;88330-900
5437;VOX2YOU CHAPECO;Outros;+55 4 99988-0447;30.449.752/0001-03;Chapecó;Santa Catarina;Avenida Fernando Machado - E, Centro, Chapecó - SC;chapeco@vox2you.com.br;89802-112
5433;MOURA COMERCIO DE ALIMENTOS LTDA;Supermercado;+55 49 99988-0447;76.849.470/0001-96;Chapecó;Santa Catarina;Avenida Senador Attilio Francisco Xavier Fontana - E, Efapi, Chapecó - SC;FINANCEIRO@MOURASUPERMERCADOS.COM.BR;89809-505
5429;Pré-requisito;Vestuário;+55 47 99191-8333;01.554.151/0001-54;Balneário Camboriú;Santa Catarina;Rua 1400, 297 - Sala 03/04, Centro, Balneário Camboriú - SC;cursos@cdl-bc.com.br;88330-530
5426;Khronos Distribuidora;Outros;+55 98404-8023;78.323.094/0004-70;Florianópolis;Santa Catarina;Rua Fúlvio Aducci 988, Estreito, Florianópolis - SC;loja.estreito@grupokhronos.com.br;88075-000
5423;Zapato Calçados;Vestuário;+55 47 98928-9115;78.624.608/0001-84;Blumenau;Santa Catarina;Rua Francisco Vahldieck, Fortaleza, Blumenau - SC;CRISPIMCALCADOS@HOTMAIL.COM;89056-000
5420;ZANDES Moda Homem;Vestuário;+55 5 48407-7909;07.069.366/0001-66;Vacaria;Rio Grande do Sul;Rua Ramiro Barcelos,1393 Centro, Vacaria - RS;loja_zandes@hotmail.com;95200-061
5417;"COFFEE &amp; WORK CAFE E NEGOCIOS";Bares e Restaurantes;+55 49 99946-6038;57.154.081/0001-00;Capinzal;Santa Catarina;RUA PRESIDENTE NEREU RAMOS, 40 , Capinzal - SC;COFFEEWORK.GI@GMAIL.COM;89665-000
5404;OTICA BERLIM;Ótica e joalheria;+55 49 99988-0447;43.824.963/0001-12;Chapecó;Santa Catarina;Avenida Getúlio Dorneles Vargas - N, Centro, Chapecó - SC;opticaberlim@gmail.com;89802-000
5401;Madrugão Lanches;Bares e Restaurantes;+55 4 79972-3035;47.920.783/0001-95;Blumenau;Santa Catarina;Rua São Paulo, Victor Konder, Blumenau - SC;JONATHANMADRUGAO@GMAIL.COM;89012-000
5398;DON JUAN Moda Homem;Vestuário;+undefined 54 99676-1452;20.233.313/0001-05;Carazinho;Rio Grande do Sul;Av. Flores da Cunha, 1208.;donjuancarazinho@gmail.com;99500-000
5395;Distribuidora Rara Essência;Acessórios;+55 31 97141-4222;00.822.958/0001-68;Belo Horizonte;Minas Gerais;Rua Pernambuco, Funcionários, Belo Horizonte - MG;marketing2@rommanelmg.com.br;
5386;Lojas Tamoyo;Casa e construção;+55 47 99213-4653;76.842.285/0003-31;Balneário Camboriú;Santa Catarina;Avenida do Estado Dalmo Vieira, 1790, Ariribá, Balneário Camboriú - SC;cursos@cdl-bc.com.br;88338-640
5379;"R&amp;P AGRIMENSURA E LICENCIAMENTO AMBIENTAL";Outros;+55 49 99996-3115;33.005.195/0001-11;Capinzal;Santa Catarina;Rua Dona Linda Santos, 590 , Capinzal - SC;RONANANTONIORODRIGUES86@GMAIL.COM;89665-000
5381;We Care;Vestuário;+55 47 99715-9754;41.107.217/0001-82;Balneário Camboriú;Santa Catarina;Rua 1801, 1271, Centro, Balneário Camboriú - SC;cursos@cdl-bc.com.br;88330-816
5376;PAPELARIA CANDIDES;Papelaria;+55 37 98807-6050;00.911.850/0001-41;Divinópolis;Minas Gerais;Avenida Primeiro de Junho, 628, Centro, Divinópolis - MG;papelariacandides@gmail.com;35500-003
5374;Ótica Montreal;Ótica e joalheria;+undefined 48 99969-0206;73.219.594/0003-61;Florianópolis;Santa Catarina;Rua Felipe Schmidt, 249, Centro, Florianópolis - SC;Leonardo@montrealotica.com.br;88010-001
5370;"By Su &amp; Cristal";Vestuário;+55 37 98844-1560;18.504.113/0001-90;Divinópolis;Minas Gerais;Rua Rio Negro, 270;bysugerenciamento@gmail.com;35501-185
5367;Lojas Andrioli;Acessórios, Bolsas e mochilas, Vestuário;+55 54 99980-6976;21.387.963/0001-60;Carazinho;Rio Grande do Sul;Av. Flores da Cunha, 1602, Sala B, Centro;financeiro@lojasandrioli.com.br;99500-000
5364;Perfumaria Vix Capixaba;Beleza e perfumaria;+55 27 99620-5023;36.929.355/0001-07;Vitória;Espírito Santo;Avenida Anísio Fernandes Coelho, 1033, Jardim da Penha, Vitória - ES;importacoesvix@gmail.com;29060-670
5152;POLONIO GUINDASTES;Outros;+55 49 99975-6993;60.863.866/0001-58;Ouro;Santa Catarina;Rua sete de abril, 3459 , Ouro - SC;TONINIALIMENTOS@GMAIL.COM.BR;89663-000
5318;Ótica Montreal;Ótica e joalheria;+undefined 48 99969-0224;73.219.594/0001-08;Florianópolis;Santa Catarina;Rua Felipe Schmidt, 705, Centro, Florianópolis - SC;Leonardo@montrealotica.com.br;88010-001
5309;Otica Diniz;Ótica e joalheria;+55 49 99988-0447;18.025.714/0001-10;Chapecó;Santa Catarina;Avenida Getúlio Dorneles Vargas - N, Centro, Chapecó - SC;financeirooticasdiniz@gmail.com;89801-000
5305;Agrado com Mimo;Outros;+55 49 99988-0447;22.601.597/0001-62;Chapecó;Santa Catarina;Rua João Goulart - D, Bom Pastor, Chapecó - SC;financeiro@cdlchapeco.com.br;89806-051
5268;"Segmed &#8211; Medicina do Trabalho";Outros, Serviços;+55 47 99952-6646;30.547.172/0001-40;Balneário Camboriú;Santa Catarina;Rua 200, 170, Centro, Balneário Camboriú - SC;cursos@cdl-bc.com.br;88330-648
5251;Sobral Soluções Ambientais;Serviços;+55 47 99957-8552;36.674.264/0001-78;Itajaí;Santa Catarina;Rua Gil Stein Ferreira, 357, Sala 206, Centro, Itajaí - SC;engenharia02@sobralambiental.com;88301-210
5248;Piana;Vestuário;+55 4 99987-7340;82.877.028/0001-76;Chapecó;Santa Catarina;Avenida Getúlio Dorneles Vargas - N, Centro, Chapecó - SC;financeiro@cdlchapeco.com.br;89801-000
5245;FG SOLUCOES ELETRICAS;Outros;+55 49 99960-0462;59.049.853/0001-60;Capinzal;Santa Catarina;Rua formosa, 253 , Capinzal - SC;FGSOLUCOESELETRICAS1@GMAIL.COM;89665-000
5242;CENTRO AUDITIVO SOM E VIDA;Outros;+55 54 99179-4659;93.760.775/0001-46;Erechim;Rio Grande do Sul;Avenida Sete de Setembro, Centro, Erechim - RS;SOMEVIDA.ERE@GMAIL.COM;99700-084
5212;MCM GUINDASTES;Outros;+55 49 98805-7532;49.874.782/0001-87;Capinzal;Santa Catarina;Rua Luiz Dorini, 157 , Capinzal - SC;CMGUINDASTELOCACOES@GMAIL.COM;89665-000
5238;CM SHOES NS;Vestuário;+undefined 37 99195-3283;45.831.391/0001-24;Nova Serrana;Minas Gerais;Rua Leonardo Azevedo, Laranjeiras, Nova Serrana - MG;cmshoesloja01@gmail.com;35520-206
5233;Sobral Soluções Ambientais;Serviços;+55 47 99957-8552;36.674.264/0001-78;Itajaí;Santa Catarina;Rua Gil Stein Ferreira, 357, Centro, Itajaí - SC, 88301-210, Brasil;engenharia02@sobralambiental.com;88301-210
5226;Laís Augusto Sobral Barbosa Oliveira;Acessórios, Bolsas e mochilas;+undefined 88 99630-8130;41.761.035/0001-20;Juazeiro do Norte;Ceará;Avenida Governador Plácido A. Castelo, Lagoa Seca, Juazeiro do Norte - CE, 63040-540, Brasil;laisaugusto.adv@gmail.com;63040-540
5223;Asfalto Sideral;Casa e construção;+undefined 48 99866-6007;34.290.947/0001-04;São José;Santa Catarina;Rua Heronildes José da Silva, Nossa Senhora do Rosário, São José - SC, 88110-624, Brasil;asfaltosideral@hotmail.com;88110-624
5220;República dos Livros;Livros, Papelaria;+undefined 71 99922-0385;34.288.925/0001-00;Lauro de Freitas;Bahia;Avenida Brigadeiro Mário Epinghaus, 329, Centro, Lauro de Freitas - BA, 42703-640, Brasil;republicalivros@gmail.com;42703-640
